"","haul_join","fish_length","frequency","sex","survey","haul_num","cruise_join","catch_join","vessel","cruise","haul","start_lat","start_lon","end_lat","end_lon","stratum","stratum_area","stratum_min_depth","stratum_max_depth","stratum_descr","stratum_area_name","stratum_type","domain","density","gear_perf","satisf_gear_perf","gear_perf_note","gear_depth","bottom_depth","surface_temp","gear_temp","distance_fished","net_width","species_code","common_name","scient_name","weight","num_of_fish","effort_km2","weight_cpue","num_cpue","download_date"
"668",-19792,270,4,"Male","NBS",2019,-728,-567247,94,201902,51,63.6825,-167.49157,63.66579,-167.53373,71,NA,NA,NA,"<50 m, Norton Sound and N of St. Lawrence Island to Bering Strait. Omits AA-10",NA,NA,NA,NA,0,"Y","Good performance",27,29,7.8,4,2.797,16.468,21720,"Pacific cod","Gadus macrocephalus",74.92,49,0.046060996,1626.538862,1063.806784,"4-Oct-19"
"669",-19792,280,1,"Female","NBS",2019,-728,-567247,94,201902,51,63.6825,-167.49157,63.66579,-167.53373,71,NA,NA,NA,"<50 m, Norton Sound and N of St. Lawrence Island to Bering Strait. Omits AA-10",NA,NA,NA,NA,0,"Y","Good performance",27,29,7.8,4,2.797,16.468,21720,"Pacific cod","Gadus macrocephalus",74.92,49,0.046060996,1626.538862,1063.806784,"4-Oct-19"
"670",-19795,170,1,"Male","NBS",2019,-728,-567339,94,201902,54,63.35289,-168.26484,63.32948,-168.29096,71,NA,NA,NA,"<50 m, Norton Sound and N of St. Lawrence Island to Bering Strait. Omits AA-10",NA,NA,NA,NA,0,"Y","Good performance",31,33,6.5,2.3,2.914,16.861,21720,"Pacific cod","Gadus macrocephalus",218.14,217,0.049132954,4439.790044,4416.587694,"4-Oct-19"
"671",-19795,200,4,"Male","NBS",2019,-728,-567339,94,201902,54,63.35289,-168.26484,63.32948,-168.29096,71,NA,NA,NA,"<50 m, Norton Sound and N of St. Lawrence Island to Bering Strait. Omits AA-10",NA,NA,NA,NA,0,"Y","Good performance",31,33,6.5,2.3,2.914,16.861,21720,"Pacific cod","Gadus macrocephalus",218.14,217,0.049132954,4439.790044,4416.587694,"4-Oct-19"
"672",-19795,230,4,"Female","NBS",2019,-728,-567339,94,201902,54,63.35289,-168.26484,63.32948,-168.29096,71,NA,NA,NA,"<50 m, Norton Sound and N of St. Lawrence Island to Bering Strait. Omits AA-10",NA,NA,NA,NA,0,"Y","Good performance",31,33,6.5,2.3,2.914,16.861,21720,"Pacific cod","Gadus macrocephalus",218.14,217,0.049132954,4439.790044,4416.587694,"4-Oct-19"
"673",-19795,320,1,"Male","NBS",2019,-728,-567339,94,201902,54,63.35289,-168.26484,63.32948,-168.29096,71,NA,NA,NA,"<50 m, Norton Sound and N of St. Lawrence Island to Bering Strait. Omits AA-10",NA,NA,NA,NA,0,"Y","Good performance",31,33,6.5,2.3,2.914,16.861,21720,"Pacific cod","Gadus macrocephalus",218.14,217,0.049132954,4439.790044,4416.587694,"4-Oct-19"
"674",-19795,340,1,"Female","NBS",2019,-728,-567339,94,201902,54,63.35289,-168.26484,63.32948,-168.29096,71,NA,NA,NA,"<50 m, Norton Sound and N of St. Lawrence Island to Bering Strait. Omits AA-10",NA,NA,NA,NA,0,"Y","Good performance",31,33,6.5,2.3,2.914,16.861,21720,"Pacific cod","Gadus macrocephalus",218.14,217,0.049132954,4439.790044,4416.587694,"4-Oct-19"
"675",-19795,440,1,"Male","NBS",2019,-728,-567339,94,201902,54,63.35289,-168.26484,63.32948,-168.29096,71,NA,NA,NA,"<50 m, Norton Sound and N of St. Lawrence Island to Bering Strait. Omits AA-10",NA,NA,NA,NA,0,"Y","Good performance",31,33,6.5,2.3,2.914,16.861,21720,"Pacific cod","Gadus macrocephalus",218.14,217,0.049132954,4439.790044,4416.587694,"4-Oct-19"
"676",-19795,580,1,"Male","NBS",2019,-728,-567339,94,201902,54,63.35289,-168.26484,63.32948,-168.29096,71,NA,NA,NA,"<50 m, Norton Sound and N of St. Lawrence Island to Bering Strait. Omits AA-10",NA,NA,NA,NA,0,"Y","Good performance",31,33,6.5,2.3,2.914,16.861,21720,"Pacific cod","Gadus macrocephalus",218.14,217,0.049132954,4439.790044,4416.587694,"4-Oct-19"
"677",-19796,230,3,"Female","NBS",2019,-728,-567376,94,201902,55,63.0183,-168.21669,62.99398,-168.20405,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",38,40,9.9,4.4,2.777,17.033,21720,"Pacific cod","Gadus macrocephalus",111.1,79,0.047300641,2348.805379,1670.167641,"4-Oct-19"
"678",-19796,270,3,"Male","NBS",2019,-728,-567376,94,201902,55,63.0183,-168.21669,62.99398,-168.20405,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",38,40,9.9,4.4,2.777,17.033,21720,"Pacific cod","Gadus macrocephalus",111.1,79,0.047300641,2348.805379,1670.167641,"4-Oct-19"
"679",-19796,350,2,"Male","NBS",2019,-728,-567376,94,201902,55,63.0183,-168.21669,62.99398,-168.20405,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",38,40,9.9,4.4,2.777,17.033,21720,"Pacific cod","Gadus macrocephalus",111.1,79,0.047300641,2348.805379,1670.167641,"4-Oct-19"
"680",-19796,480,2,"Male","NBS",2019,-728,-567376,94,201902,55,63.0183,-168.21669,62.99398,-168.20405,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",38,40,9.9,4.4,2.777,17.033,21720,"Pacific cod","Gadus macrocephalus",111.1,79,0.047300641,2348.805379,1670.167641,"4-Oct-19"
"681",-19796,500,1,"Female","NBS",2019,-728,-567376,94,201902,55,63.0183,-168.21669,62.99398,-168.20405,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",38,40,9.9,4.4,2.777,17.033,21720,"Pacific cod","Gadus macrocephalus",111.1,79,0.047300641,2348.805379,1670.167641,"4-Oct-19"
"682",-19796,650,1,"Male","NBS",2019,-728,-567376,94,201902,55,63.0183,-168.21669,62.99398,-168.20405,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",38,40,9.9,4.4,2.777,17.033,21720,"Pacific cod","Gadus macrocephalus",111.1,79,0.047300641,2348.805379,1670.167641,"4-Oct-19"
"683",-19796,660,2,"Female","NBS",2019,-728,-567376,94,201902,55,63.0183,-168.21669,62.99398,-168.20405,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",38,40,9.9,4.4,2.777,17.033,21720,"Pacific cod","Gadus macrocephalus",111.1,79,0.047300641,2348.805379,1670.167641,"4-Oct-19"
"684",-19796,710,3,"Female","NBS",2019,-728,-567376,94,201902,55,63.0183,-168.21669,62.99398,-168.20405,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",38,40,9.9,4.4,2.777,17.033,21720,"Pacific cod","Gadus macrocephalus",111.1,79,0.047300641,2348.805379,1670.167641,"4-Oct-19"
"685",-19797,210,7,"Female","NBS",2019,-728,-567490,94,201902,59,62.68036,-168.17886,62.65546,-168.19487,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",32,34,9.9,5.7,2.886,16.51,21720,"Pacific cod","Gadus macrocephalus",119.44,169,0.04764786,2506.723282,3546.853941,"4-Oct-19"
"686",-19797,230,3,"Female","NBS",2019,-728,-567490,94,201902,59,62.68036,-168.17886,62.65546,-168.19487,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",32,34,9.9,5.7,2.886,16.51,21720,"Pacific cod","Gadus macrocephalus",119.44,169,0.04764786,2506.723282,3546.853941,"4-Oct-19"
"687",-19797,290,1,"Female","NBS",2019,-728,-567490,94,201902,59,62.68036,-168.17886,62.65546,-168.19487,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",32,34,9.9,5.7,2.886,16.51,21720,"Pacific cod","Gadus macrocephalus",119.44,169,0.04764786,2506.723282,3546.853941,"4-Oct-19"
"688",-19797,790,1,"Female","NBS",2019,-728,-567490,94,201902,59,62.68036,-168.17886,62.65546,-168.19487,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",32,34,9.9,5.7,2.886,16.51,21720,"Pacific cod","Gadus macrocephalus",119.44,169,0.04764786,2506.723282,3546.853941,"4-Oct-19"
"689",-19798,230,17,"Male","NBS",2019,-728,-567515,94,201902,60,62.35588,-168.14039,62.33004,-168.1378,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",28,31,10.8,7.5,2.875,15.817,21720,"Pacific cod","Gadus macrocephalus",89.39,247,0.045473875,1965.744067,5431.690174,"4-Oct-19"
"690",-19798,330,1,"Male","NBS",2019,-728,-567515,94,201902,60,62.35588,-168.14039,62.33004,-168.1378,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",28,31,10.8,7.5,2.875,15.817,21720,"Pacific cod","Gadus macrocephalus",89.39,247,0.045473875,1965.744067,5431.690174,"4-Oct-19"
"691",-19798,650,1,"Male","NBS",2019,-728,-567515,94,201902,60,62.35588,-168.14039,62.33004,-168.1378,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",28,31,10.8,7.5,2.875,15.817,21720,"Pacific cod","Gadus macrocephalus",89.39,247,0.045473875,1965.744067,5431.690174,"4-Oct-19"
"692",-19799,230,1,"Male","NBS",2019,-728,-567555,94,201902,61,62.34609,-168.84859,62.32563,-168.883,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",32,34,10.7,3.2,2.892,16.427,21720,"Pacific cod","Gadus macrocephalus",235.045,142,0.047506884,4947.598752,2989.040494,"4-Oct-19"
"693",-19799,240,1,"Male","NBS",2019,-728,-567555,94,201902,61,62.34609,-168.84859,62.32563,-168.883,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",32,34,10.7,3.2,2.892,16.427,21720,"Pacific cod","Gadus macrocephalus",235.045,142,0.047506884,4947.598752,2989.040494,"4-Oct-19"
"694",-19799,250,1,"Female","NBS",2019,-728,-567555,94,201902,61,62.34609,-168.84859,62.32563,-168.883,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",32,34,10.7,3.2,2.892,16.427,21720,"Pacific cod","Gadus macrocephalus",235.045,142,0.047506884,4947.598752,2989.040494,"4-Oct-19"
"695",-19799,260,1,"Female","NBS",2019,-728,-567555,94,201902,61,62.34609,-168.84859,62.32563,-168.883,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",32,34,10.7,3.2,2.892,16.427,21720,"Pacific cod","Gadus macrocephalus",235.045,142,0.047506884,4947.598752,2989.040494,"4-Oct-19"
"696",-19799,270,1,"Female","NBS",2019,-728,-567555,94,201902,61,62.34609,-168.84859,62.32563,-168.883,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",32,34,10.7,3.2,2.892,16.427,21720,"Pacific cod","Gadus macrocephalus",235.045,142,0.047506884,4947.598752,2989.040494,"4-Oct-19"
"697",-19799,290,2,"Female","NBS",2019,-728,-567555,94,201902,61,62.34609,-168.84859,62.32563,-168.883,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",32,34,10.7,3.2,2.892,16.427,21720,"Pacific cod","Gadus macrocephalus",235.045,142,0.047506884,4947.598752,2989.040494,"4-Oct-19"
"698",-19799,800,1,"Male","NBS",2019,-728,-567555,94,201902,61,62.34609,-168.84859,62.32563,-168.883,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",32,34,10.7,3.2,2.892,16.427,21720,"Pacific cod","Gadus macrocephalus",235.045,142,0.047506884,4947.598752,2989.040494,"4-Oct-19"
"699",-19800,240,8,"Female","NBS",2019,-728,-567577,94,201902,62,62.01017,-168.84183,61.98564,-168.83252,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",34,36,11.3,4.8,2.771,16.913,21720,"Pacific cod","Gadus macrocephalus",168.915,242,0.046865923,3604.21793,5163.666573,"4-Oct-19"
"700",-19800,250,1,"Male","NBS",2019,-728,-567577,94,201902,62,62.01017,-168.84183,61.98564,-168.83252,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",34,36,11.3,4.8,2.771,16.913,21720,"Pacific cod","Gadus macrocephalus",168.915,242,0.046865923,3604.21793,5163.666573,"4-Oct-19"
"701",-19800,270,3,"Male","NBS",2019,-728,-567577,94,201902,62,62.01017,-168.84183,61.98564,-168.83252,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",34,36,11.3,4.8,2.771,16.913,21720,"Pacific cod","Gadus macrocephalus",168.915,242,0.046865923,3604.21793,5163.666573,"4-Oct-19"
"702",-19800,290,1,"Male","NBS",2019,-728,-567577,94,201902,62,62.01017,-168.84183,61.98564,-168.83252,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",34,36,11.3,4.8,2.771,16.913,21720,"Pacific cod","Gadus macrocephalus",168.915,242,0.046865923,3604.21793,5163.666573,"4-Oct-19"
"703",-19800,300,1,"Female","NBS",2019,-728,-567577,94,201902,62,62.01017,-168.84183,61.98564,-168.83252,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",34,36,11.3,4.8,2.771,16.913,21720,"Pacific cod","Gadus macrocephalus",168.915,242,0.046865923,3604.21793,5163.666573,"4-Oct-19"
"704",-19800,490,1,"Female","NBS",2019,-728,-567577,94,201902,62,62.01017,-168.84183,61.98564,-168.83252,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",34,36,11.3,4.8,2.771,16.913,21720,"Pacific cod","Gadus macrocephalus",168.915,242,0.046865923,3604.21793,5163.666573,"4-Oct-19"
"705",-19800,620,1,"Female","NBS",2019,-728,-567577,94,201902,62,62.01017,-168.84183,61.98564,-168.83252,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",34,36,11.3,4.8,2.771,16.913,21720,"Pacific cod","Gadus macrocephalus",168.915,242,0.046865923,3604.21793,5163.666573,"4-Oct-19"
"706",-19800,630,1,"Male","NBS",2019,-728,-567577,94,201902,62,62.01017,-168.84183,61.98564,-168.83252,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",34,36,11.3,4.8,2.771,16.913,21720,"Pacific cod","Gadus macrocephalus",168.915,242,0.046865923,3604.21793,5163.666573,"4-Oct-19"
"707",-19810,200,4,"Male","NBS",2019,-728,-567604,94,201902,63,62.01081,-168.12305,61.98516,-168.13125,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",26,29,10.9,9.9,2.884,15.651,21720,"Pacific cod","Gadus macrocephalus",34.96,55,0.045137484,774.5225675,1218.499463,"4-Oct-19"
"708",-19812,200,12,"Female","NBS",2019,-728,-567677,94,201902,65,61.66567,-168.77762,61.66618,-168.82983,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",34,36,10.9,8.6,2.774,16.394,21720,"Pacific cod","Gadus macrocephalus",26.82,165,0.045476956,589.7492348,3628.211176,"4-Oct-19"
"709",-19812,220,2,"Male","NBS",2019,-728,-567677,94,201902,65,61.66567,-168.77762,61.66618,-168.82983,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",34,36,10.9,8.6,2.774,16.394,21720,"Pacific cod","Gadus macrocephalus",26.82,165,0.045476956,589.7492348,3628.211176,"4-Oct-19"
"710",-19812,240,7,"Male","NBS",2019,-728,-567677,94,201902,65,61.66567,-168.77762,61.66618,-168.82983,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",34,36,10.9,8.6,2.774,16.394,21720,"Pacific cod","Gadus macrocephalus",26.82,165,0.045476956,589.7492348,3628.211176,"4-Oct-19"
"711",-19812,250,5,"Female","NBS",2019,-728,-567677,94,201902,65,61.66567,-168.77762,61.66618,-168.82983,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",34,36,10.9,8.6,2.774,16.394,21720,"Pacific cod","Gadus macrocephalus",26.82,165,0.045476956,589.7492348,3628.211176,"4-Oct-19"
"712",-19812,560,1,"Male","NBS",2019,-728,-567677,94,201902,65,61.66567,-168.77762,61.66618,-168.82983,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",34,36,10.9,8.6,2.774,16.394,21720,"Pacific cod","Gadus macrocephalus",26.82,165,0.045476956,589.7492348,3628.211176,"4-Oct-19"
"713",-19813,190,3,"Female","NBS",2019,-728,-567715,94,201902,66,61.3408,-168.76756,61.31564,-168.77044,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",32,35,10.7,10.6,2.801,16.051,21720,"Pacific cod","Gadus macrocephalus",3.815,26,0.044958851,84.85537142,578.3065942,"4-Oct-19"
"714",-19838,170,2,"Male","NBS",2019,-728,-568057,94,201902,78,60.99762,-168.68906,60.99688,-168.73951,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",34,36,11.7,10.8,2.739,15.432,21720,"Pacific cod","Gadus macrocephalus",2.925,36,0.042268248,69.200881,851.7031508,"4-Oct-19"
"715",-19838,210,2,"Male","NBS",2019,-728,-568057,94,201902,78,60.99762,-168.68906,60.99688,-168.73951,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",34,36,11.7,10.8,2.739,15.432,21720,"Pacific cod","Gadus macrocephalus",2.925,36,0.042268248,69.200881,851.7031508,"4-Oct-19"
"716",-19838,250,1,"Female","NBS",2019,-728,-568057,94,201902,78,60.99762,-168.68906,60.99688,-168.73951,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",34,36,11.7,10.8,2.739,15.432,21720,"Pacific cod","Gadus macrocephalus",2.925,36,0.042268248,69.200881,851.7031508,"4-Oct-19"
"717",-19843,270,5,"Female","NBS",2019,-728,-567421,94,201902,57,62.88519,-168.82755,62.86036,-168.83022,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",37,39,7,2.1,2.763,16.554,21720,"Pacific cod","Gadus macrocephalus",80.84,101,0.045738702,1767.431004,2208.195589,"4-Oct-19"
"718",-19843,320,4,"Male","NBS",2019,-728,-567421,94,201902,57,62.88519,-168.82755,62.86036,-168.83022,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",37,39,7,2.1,2.763,16.554,21720,"Pacific cod","Gadus macrocephalus",80.84,101,0.045738702,1767.431004,2208.195589,"4-Oct-19"
"719",-19843,510,1,"Female","NBS",2019,-728,-567421,94,201902,57,62.88519,-168.82755,62.86036,-168.83022,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",37,39,7,2.1,2.763,16.554,21720,"Pacific cod","Gadus macrocephalus",80.84,101,0.045738702,1767.431004,2208.195589,"4-Oct-19"
"720",-19843,600,1,"Female","NBS",2019,-728,-567421,94,201902,57,62.88519,-168.82755,62.86036,-168.83022,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",37,39,7,2.1,2.763,16.554,21720,"Pacific cod","Gadus macrocephalus",80.84,101,0.045738702,1767.431004,2208.195589,"4-Oct-19"
"721",-19843,670,1,"Female","NBS",2019,-728,-567421,94,201902,57,62.88519,-168.82755,62.86036,-168.83022,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",37,39,7,2.1,2.763,16.554,21720,"Pacific cod","Gadus macrocephalus",80.84,101,0.045738702,1767.431004,2208.195589,"4-Oct-19"
"722",-19843,680,1,"Female","NBS",2019,-728,-567421,94,201902,57,62.88519,-168.82755,62.86036,-168.83022,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",37,39,7,2.1,2.763,16.554,21720,"Pacific cod","Gadus macrocephalus",80.84,101,0.045738702,1767.431004,2208.195589,"4-Oct-19"
"723",-19844,480,2,"Female","NBS",2019,-728,-567455,94,201902,58,62.67784,-168.86977,62.66352,-168.91354,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",35,38,10.5,2.3,2.754,16.418,21720,"Pacific cod","Gadus macrocephalus",321.75,198,0.045215172,7115.974257,4379.061082,"4-Oct-19"
"724",-19844,490,1,"Male","NBS",2019,-728,-567455,94,201902,58,62.67784,-168.86977,62.66352,-168.91354,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",35,38,10.5,2.3,2.754,16.418,21720,"Pacific cod","Gadus macrocephalus",321.75,198,0.045215172,7115.974257,4379.061082,"4-Oct-19"
"725",-19844,540,1,"Male","NBS",2019,-728,-567455,94,201902,58,62.67784,-168.86977,62.66352,-168.91354,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",35,38,10.5,2.3,2.754,16.418,21720,"Pacific cod","Gadus macrocephalus",321.75,198,0.045215172,7115.974257,4379.061082,"4-Oct-19"
"726",-19844,570,4,"Male","NBS",2019,-728,-567455,94,201902,58,62.67784,-168.86977,62.66352,-168.91354,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",35,38,10.5,2.3,2.754,16.418,21720,"Pacific cod","Gadus macrocephalus",321.75,198,0.045215172,7115.974257,4379.061082,"4-Oct-19"
"727",-19844,680,4,"Male","NBS",2019,-728,-567455,94,201902,58,62.67784,-168.86977,62.66352,-168.91354,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",35,38,10.5,2.3,2.754,16.418,21720,"Pacific cod","Gadus macrocephalus",321.75,198,0.045215172,7115.974257,4379.061082,"4-Oct-19"
"728",-19844,220,1,"Male","NBS",2019,-728,-567455,94,201902,58,62.67784,-168.86977,62.66352,-168.91354,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",35,38,10.5,2.3,2.754,16.418,21720,"Pacific cod","Gadus macrocephalus",321.75,198,0.045215172,7115.974257,4379.061082,"4-Oct-19"
"729",-19845,180,5,"Male","NBS",2019,-728,-568106,94,201902,80,60.66753,-168.67325,60.66724,-168.72659,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",34,36,11.3,10.6,2.925,16.235,21720,"Pacific cod","Gadus macrocephalus",2.34,35,0.047487375,49.276255,737.0380022,"4-Oct-19"
"730",-19845,220,2,"Female","NBS",2019,-728,-568106,94,201902,80,60.66753,-168.67325,60.66724,-168.72659,70,NA,NA,NA,"<50 m , N of standard area, N to St.Lawrence Is.",NA,NA,NA,NA,0,"Y","Good performance",34,36,11.3,10.6,2.925,16.235,21720,"Pacific cod","Gadus macrocephalus",2.34,35,0.047487375,49.276255,737.0380022,"4-Oct-19"
"731",-19485,550,1,"Female","NBS",2019,-729,-570072,162,201902,1,62.30649,-175.3341,62.32673,-175.30397,81,NA,NA,NA,">50 m, N of standard area, between 50 m and convention line,
N to St Lawrence",NA,NA,NA,NA,0,"Y","Good performance",77,80,10.3,0.2,2.741,18.719,21720,"Pacific cod","Gadus macrocephalus",50.2,14,0.051308779,978.3900724,272.8577891,"4-Oct-19"
"732",-19485,570,1,"Female","NBS",2019,-729,-570072,162,201902,1,62.30649,-175.3341,62.32673,-175.30397,81,NA,NA,NA,">50 m, N of standard area, between 50 m and convention line,
N to St Lawrence",NA,NA,NA,NA,0,"Y","Good performance",77,80,10.3,0.2,2.741,18.719,21720,"Pacific cod","Gadus macrocephalus",50.2,14,0.051308779,978.3900724,272.8577891,"4-Oct-19"
"733",-19486,670,1,"Female","NBS",2019,-729,-570122,162,201902,2,62.33363,-174.59758,62.33661,-174.54587,81,NA,NA,NA,">50 m, N of standard area, between 50 m and convention line,
N to St Lawrence",NA,NA,NA,NA,0,"Y","Good performance",68,71,10.3,-0.5,2.707,17.93,21720,"Pacific cod","Gadus macrocephalus",53.4,17,0.04853651,1100.202713,350.2518001,"4-Oct-19"
"734",-19486,720,2,"Male","NBS",2019,-729,-570122,162,201902,2,62.33363,-174.59758,62.33661,-174.54587,81,NA,NA,NA,">50 m, N of standard area, between 50 m and convention line,
N to St Lawrence",NA,NA,NA,NA,0,"Y","Good performance",68,71,10.3,-0.5,2.707,17.93,21720,"Pacific cod","Gadus macrocephalus",53.4,17,0.04853651,1100.202713,350.2518001,"4-Oct-19"
"735",-19487,460,1,"Female","NBS",2019,-729,-570128,162,201902,3,62.3338,-173.89003,62.33469,-173.83671,81,NA,NA,NA,">50 m, N of standard area, between 50 m and convention line,
N to St Lawrence",NA,NA,NA,NA,0,"Y","Good performance",61,64,10.2,0.3,2.773,17.924,21720,"Pacific cod","Gadus macrocephalus",83.358,43,0.049703252,1677.113602,865.1345389,"4-Oct-19"
"736",-19487,740,2,"Female","NBS",2019,-729,-570128,162,201902,3,62.3338,-173.89003,62.33469,-173.83671,81,NA,NA,NA,">50 m, N of standard area, between 50 m and convention line,
N to St Lawrence",NA,NA,NA,NA,0,"Y","Good performance",61,64,10.2,0.3,2.773,17.924,21720,"Pacific cod","Gadus macrocephalus",83.358,43,0.049703252,1677.113602,865.1345389,"4-Oct-19"
"737",-19488,310,1,"Female","NBS",2019,-729,-570176,162,201902,4,62.33432,-173.18268,62.33563,-173.12949,81,NA,NA,NA,">50 m, N of standard area, between 50 m and convention line,
N to St Lawrence",NA,NA,NA,NA,0,"Y","Good performance",56,59,10.4,0.6,2.768,18.037,21720,"Pacific cod","Gadus macrocephalus",93.83,51,0.049926416,1879.365825,1021.503326,"4-Oct-19"
